domain,cohort,window,client_key,named,depth,has_number,metric_kinds,bucket_industry,bucket_craft,bucket_job,bucket_channel,bucket_model,bucket_stage,bucket_geo
contentkunstenaar.nl,control,today,hipselect,Y,summary-tile,N,,,Employer branding & recruitment,,,,,
contentkunstenaar.nl,control,today,theaterbabel,Y,logo-only,N,,,,,,,,
contentkunstenaar.nl,control,today,solmate,Y,logo-only,N,,,,,,,,
contentkunstenaar.nl,control,today,mercell,Y,logo-only,N,,,,,,,,
contentkunstenaar.nl,control,today,train2work,Y,logo-only,N,,,,,,,,
contentkunstenaar.nl,control,today,renses,Y,logo-only,N,,,,,,,,
contentkunstenaar.nl,control,today,geo4nrg,Y,logo-only,N,,,,,,,,
contentkunstenaar.nl,control,today,hipselect,Y,logo-only,N,,,,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,unknown,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,unknown,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,"Video, animatie & fotografie",,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,Content & copywriting,,,,,
contentvorm.nl,control,today,midzuid,Y,quote-testimonial,N,,,PR & influencer marketing,,"Content, video & PR",,,
contentvorm.nl,control,today,lenovo,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,"Content, video & PR",,,
contentvorm.nl,control,today,gemeentebreda,Y,quote-testimonial,N,,,Content & copywriting,,,,,
contentvorm.nl,control,today,algemeennederlandspersbureau,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,"Content, video & PR",,,
contentvorm.nl,control,today,leidingenstraatnederland,Y,quote-testimonial,N,,,Strategie & advies,,,,,
contentvorm.nl,control,today,degroteclubactie,Y,quote-testimonial,N,,,Strategie & advies,unknown,,,,
contentvorm.nl,control,today,midzuid,Y,quote-testimonial,N,,,PR & influencer marketing,,"Content, video & PR",,,
contentvorm.nl,control,today,lenovo,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,"Content, video & PR",,,
contentvorm.nl,control,today,gemeentebreda,Y,quote-testimonial,N,,,Content & copywriting,,,,,
contentvorm.nl,control,today,algemeennederlandspersbureau,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,"Content, video & PR",,,
contentvorm.nl,control,today,leidingenstraatnederland,Y,quote-testimonial,N,,,Strategie & advies,,,,,
contentvorm.nl,control,today,degroteclubactie,Y,quote-testimonial,N,,,Strategie & advies,unknown,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,unknown,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,unknown,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,"Video, animatie & fotografie",,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,Content & copywriting,,,,,
contentvorm.nl,control,today,carglass,Y,summary-tile,N,,,unknown,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,unknown,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,Content & copywriting,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
contentvorm.nl,control,today,portofmoerdijk,Y,summary-tile,N,,,Content & copywriting,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,unknown,,,,,
contentvorm.nl,control,today,,N,summary-tile,N,,,"Video, animatie & fotografie",,"Content, video & PR",,,
contentvorm.nl,control,today,,N,summary-tile,N,,,unknown,,,,,
contentvorm.nl,control,today,midzuid,Y,quote-testimonial,N,,,PR & influencer marketing,,"Content, video & PR",,,
contentvorm.nl,control,today,lenovo,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,"Content, video & PR",,,
contentvorm.nl,control,today,gemeentebreda,Y,quote-testimonial,N,,,Content & copywriting,,,,,
contentvorm.nl,control,today,algemeennederlandspersbureau,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,"Content, video & PR",,,
contentvorm.nl,control,today,leidingenstraatnederland,Y,quote-testimonial,N,,,Strategie & advies,,,,,
contentvorm.nl,control,today,degroteclubactie,Y,quote-testimonial,N,,,Strategie & advies,unknown,,,,
contentvorm.nl,control,today,midzuid,Y,quote-testimonial,N,,,PR & influencer marketing,,"Content, video & PR",,,
contentvorm.nl,control,today,lenovo,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,"Content, video & PR",,,
contentvorm.nl,control,today,gemeentebreda,Y,quote-testimonial,N,,,Content & copywriting,,,,,
contentvorm.nl,control,today,algemeennederlandspersbureau,Y,quote-testimonial,N,,,"Video, animatie & fotografie",,"Content, video & PR",,,
contentvorm.nl,control,today,leidingenstraatnederland,Y,quote-testimonial,N,,,Strategie & advies,,,,,
contentvorm.nl,control,today,degroteclubactie,Y,quote-testimonial,N,,,Strategie & advies,unknown,,,,
8ontwerp.nl,control,today,basf,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
8ontwerp.nl,control,today,daan,Y,summary-tile,N,,,"Grafisch ontwerp, drukwerk & print",,,,,
8ontwerp.nl,control,today,kwbn,Y,summary-tile,N,,,Branding & huisstijl,,,,,
8ontwerp.nl,control,today,safetygo,Y,logo-only,N,,,,,,,,
8ontwerp.nl,control,today,assetmanagementawareness,Y,logo-only,N,,,,,,,,
8ontwerp.nl,control,today,simwall,Y,logo-only,N,,,,,,,,
8ontwerp.nl,control,today,scrumbld,Y,logo-only,N,,,,,,,,
8ontwerp.nl,control,today,imagile,Y,logo-only,N,,,,,,,,
8ontwerp.nl,control,today,simpuls,Y,logo-only,N,,,,,,,,
8ontwerp.nl,control,today,prointensafrica,Y,logo-only,N,,,,,,,,
8ontwerp.nl,control,today,bertplantagie,Y,logo-only,N,,,,,,,,
8ontwerp.nl,control,today,igepamailings,Y,logo-only,N,,,,,,,,
8ontwerp.nl,control,today,igepa1010,Y,logo-only,N,,,,,,,,
90graden.com,control,today,centrop,Y,detailed-tile,N,,"Nonprofits, charities & associations",Branding & huisstijl,,,,Omvang in cijfers,
90graden.com,control,today,gemeentekrimpen,Y,detailed-tile,N,,Government & public sector,Campagnes & creatieve concepten,Bewustwording & gedragsverandering,,,,Nederlandse stad of plaats
90graden.com,control,today,sophiakinderziekenhuis,Y,summary-tile,N,,Healthcare & care,Employer branding & recruitment,"Leden, leerlingen & donateurs werven",,,,
90graden.com,control,today,magiccare,Y,detailed-tile,N,,"Nonprofits, charities & associations","Grafisch ontwerp, drukwerk & print",,,,Omvang in cijfers,
90graden.com,control,today,gemeentewaddinxveen,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
90graden.com,control,today,gemeenteamstelveen,Y,summary-tile,N,,,unknown,,,,,
90graden.com,control,today,aafje,Y,summary-tile,N,,,Branding & huisstijl,,,,,
90graden.com,control,today,gemeentekrimpen,Y,summary-tile,N,,,unknown,,,,,
90graden.com,control,today,aafje,Y,summary-tile,N,,,"Video, animatie & fotografie",,,,,
90graden.com,control,today,centrop,Y,summary-tile,N,,,Branding & huisstijl,,,,,
aandagt.nl,control,today,heerlijkalmelo,Y,summary-tile,N,,Government & public sector,"Online marketing, performance & CRO",,,,,
aandagt.nl,control,today,alldra,Y,summary-tile,N,,,Branding & huisstijl,"Merk, huisstijl & verhaal",,,,
aandagt.nl,control,today,stopel,Y,summary-tile,N,,,unknown,unknown,,,,
achieve.nl,control,today,bouwvergunningdirect,Y,detailed-tile,N,,"Construction, real estate & housing",Website & webdesign,,"SEA, display & overige paid advertising",,,
achieve.nl,control,today,minimastersplayground,Y,detailed-tile,N,,Education & childcare,,,"Branding, campagne & activatie",,,
achieve.nl,control,today,zorggroephaarlemmermeer,Y,detailed-tile,N,,Healthcare & care,"Video, animatie & fotografie",,"Content, video & PR",,,Nederlandse stad of plaats
achieve.nl,control,today,beddenenzo,Y,summary-tile,N,,Retail & e-commerce (general consumer goods),"Online marketing, performance & CRO",,"SEA, display & overige paid advertising",Webshop consumenten (D2C),,
achieve.nl,control,today,bionippy,Y,detailed-tile,N,,"Food, beverage & agriculture",Website & webdesign,Webshop & online verkoop,Webshop & e-commerceplatform,Webshop consumenten (D2C),,Internationaal / wereldwijd
achieve.nl,control,today,huisartsenspoedpostdelimes,Y,detailed-tile,N,,Healthcare & care,"Video, animatie & fotografie",Personeel werven & werkgeversmerk,"Content, video & PR",,,Heel Nederland (landelijk)
achieve.nl,control,today,bouwvergunningdirect,Y,detailed-tile,N,,"Construction, real estate & housing",Website & webdesign,,"SEA, display & overige paid advertising",,,
achieve.nl,control,today,minimastersplayground,Y,detailed-tile,N,,Education & childcare,,,"Branding, campagne & activatie",,,
achieve.nl,control,today,zorggroephaarlemmermeer,Y,detailed-tile,N,,Healthcare & care,"Video, animatie & fotografie",,"Content, video & PR",,,Regionaal (binnen Nederland)
achieve.nl,control,today,beddenenzo,Y,summary-tile,N,,"Fashion, beauty & personal goods","Online marketing, performance & CRO",,"SEA, display & overige paid advertising",Webshop consumenten (D2C),,
achieve.nl,control,today,bionippy,Y,detailed-tile,N,,"Food, beverage & agriculture",Website & webdesign,Lancering nieuw product of concept,Webshop & e-commerceplatform,Webshop consumenten (D2C),,Internationaal / wereldwijd
achieve.nl,control,today,huisartsenspoedpostdelimes,Y,detailed-tile,N,,Healthcare & care,"Video, animatie & fotografie",Personeel werven & werkgeversmerk,"Content, video & PR",,,Regionaal (binnen Nederland)
achieve.nl,control,today,cherries,Y,detailed-tile,N,,"Fashion, beauty & personal goods",Website & webdesign,,Website & CMS,,,
achieve.nl,control,today,thecavezanzibar,Y,detailed-tile,N,,"Hospitality, tourism, sports & recreation",Website & webdesign,,Website & CMS,,,
achieve.nl,control,today,planles,Y,full-case-page,N,,Education & childcare,Apps & maatwerk platforms,,Apps & custom platforms,,,
achieve.nl,control,today,turnedgovernmentinternational,Y,detailed-tile,N,,Government & public sector,,Naamsbekendheid & zichtbaarheid,Website & CMS,,,Nederlandse stad of plaats
achieve.nl,control,today,gromotion,Y,detailed-tile,N,,Healthcare & care,Website & webdesign,"Merk, huisstijl & verhaal","Branding, campagne & activatie",,,
achieve.nl,control,today,logoslegal,Y,detailed-tile,N,,Business & professional services,Website & webdesign,Naamsbekendheid & zichtbaarheid,"Branding, campagne & activatie",,,Regionaal (binnen Nederland)
achieve.nl,control,today,buruconstruction,Y,detailed-tile,N,,"Construction, real estate & housing",,,Apps & custom platforms,,,Nederlandse stad of plaats
achieve.nl,control,today,horlogewinkel,Y,detailed-tile,N,,"Fashion, beauty & personal goods",,,"SEA, display & overige paid advertising",Webshop consumenten (D2C),,
achieve.nl,control,today,sequoiaclinic,Y,detailed-tile,N,,Healthcare & care,,,"SEA, display & overige paid advertising",,,
achieve.nl,control,today,winkwing,Y,detailed-tile,N,,"Construction, real estate & housing",,,Apps & custom platforms,,,
achieve.nl,control,today,cryptoarchitect,Y,detailed-tile,N,,Finance & insurance,,,"Branding, campagne & activatie",,,
achieve.nl,control,today,wrppn,Y,detailed-tile,N,,"Construction, real estate & housing",,,"SEA, display & overige paid advertising",,,
achieve.nl,control,today,ronvandamart,Y,detailed-tile,N,,,Webshop & e-commerce,Webshop & online verkoop,Webshop & e-commerceplatform,,,
achieve.nl,control,today,sharkysgym,Y,full-case-page,N,,"Hospitality, tourism, sports & recreation",Website & webdesign,Website verouderd of nieuw nodig,Website & CMS,,,
achieve.nl,control,today,frootie,Y,full-case-page,N,,"Food, beverage & agriculture",Branding & huisstijl,"Merk, huisstijl & verhaal",Website & CMS,,,
achieve.nl,control,today,kortingcentrum,Y,detailed-tile,N,,Retail & e-commerce (general consumer goods),,,Apps & custom platforms,,,
achieve.nl,control,today,greenteam,Y,full-case-page,N,,"Construction, real estate & housing",,,"Branding, campagne & activatie",,,
achieve.nl,control,today,cabby,Y,full-case-page,N,,"Transport, logistics & automotive",Website & webdesign,,Social media organisch,,Familiebedrijf / gevestigd met historie,
achieve.nl,control,today,careerrebels,Y,detailed-tile,N,,"Staffing, recruitment & HR",,,,,,
achieve.nl,control,today,adirectcarparts,Y,quote-testimonial,N,,unknown,Website & webdesign,,,,,
achieve.nl,control,today,adirectcarparts,Y,quote-testimonial,N,,unknown,Website & webdesign,,,,,
achieve.nl,control,today,zlemsara,Y,quote-testimonial,N,,Business & professional services,,,,,,
achieve.nl,control,today,zlemsara,Y,quote-testimonial,N,,Business & professional services,,,,,,
achieve.nl,control,today,muratbolat,Y,quote-testimonial,N,,Finance & insurance,,,,,,
achieve.nl,control,today,muratbolat,Y,quote-testimonial,N,,Finance & insurance,,,,,,
achieve.nl,control,today,jimdavids,Y,quote-testimonial,N,,"Hospitality, tourism, sports & recreation",,,,,,
achieve.nl,control,today,jimdavids,Y,quote-testimonial,N,,"Hospitality, tourism, sports & recreation",,,,,,
achieve.nl,control,today,denizkaradirekkibaroglu,Y,quote-testimonial,N,,"Nonprofits, charities & associations",Website & webdesign,,,,,
achieve.nl,control,today,denizkaradirekkibaroglu,Y,quote-testimonial,N,,"Nonprofits, charities & associations",Website & webdesign,,,,,
achieve.nl,control,today,qartago,Y,quote-testimonial,N,,,Website & webdesign,,"SEA, display & overige paid advertising",,,
achieve.nl,control,today,qartago,Y,quote-testimonial,N,,,Website & webdesign,,"SEA, display & overige paid advertising",,,
achieve.nl,control,today,kevinhermans,Y,quote-testimonial,N,,"Staffing, recruitment & HR","Video, animatie & fotografie",,,,,
achieve.nl,control,today,kevinhermans,Y,quote-testimonial,N,,"Staffing, recruitment & HR","Video, animatie & fotografie",,,,,
achieve.nl,control,today,markvanzijp,Y,quote-testimonial,N,,"Staffing, recruitment & HR","Video, animatie & fotografie",,,,,
achieve.nl,control,today,markvanzijp,Y,quote-testimonial,N,,"Staffing, recruitment & HR","Video, animatie & fotografie",,,,,
achieve.nl,control,today,moustafanasr,Y,quote-testimonial,N,,Retail & e-commerce (general consumer goods),,,,Webshop consumenten (D2C),,
achieve.nl,control,today,moustafanasr,Y,quote-testimonial,N,,Retail & e-commerce (general consumer goods),,,,Webshop consumenten (D2C),,
achieve.nl,control,today,jskonings,Y,quote-testimonial,N,,Retail & e-commerce (general consumer goods),,,,,,
achieve.nl,control,today,jskonings,Y,quote-testimonial,N,,Retail & e-commerce (general consumer goods),,,,,,
achieve.nl,control,today,surprisecompany,Y,quote-testimonial,N,,,,,,,,
achieve.nl,control,today,surprisecompany,Y,quote-testimonial,N,,,,,,,,
achieve.nl,control,today,rpu,Y,quote-testimonial,N,,Business & professional services,,,,,,
achieve.nl,control,today,rpu,Y,quote-testimonial,N,,Business & professional services,,,,,,
achieve.nl,control,today,ronvandam,Y,quote-testimonial,N,,"Media, culture & entertainment",Website & webdesign,,,,,
achieve.nl,control,today,ronvandam,Y,quote-testimonial,N,,"Media, culture & entertainment",Website & webdesign,,,,,
achieve.nl,control,today,wfeng,Y,quote-testimonial,N,,"Hospitality, tourism, sports & recreation",Website & webdesign,,,,,
achieve.nl,control,today,wfeng,Y,quote-testimonial,N,,"Hospitality, tourism, sports & recreation",Website & webdesign,,,,,
achieve.nl,control,today,shaquillejarmohamed,Y,quote-testimonial,N,,unknown,,,,,,
achieve.nl,control,today,shaquillejarmohamed,Y,quote-testimonial,N,,unknown,,,,,,
achieve.nl,control,today,melikecagan,Y,quote-testimonial,N,,Education & childcare,Website & webdesign,,,,,
achieve.nl,control,today,melikecagan,Y,quote-testimonial,N,,Education & childcare,Website & webdesign,,,,,
odiv.nl,control,today,bernarduswine,Y,detailed-tile,Y,traffic,"Food, beverage & agriculture",Social media content & beheer,,Multi-channel & omnichannel,Webshop consumenten (D2C),,
odiv.nl,control,today,golfparkspandersbosch,Y,detailed-tile,Y,revenue_sales,,Social media content & beheer,,Social media organisch,,,
odiv.nl,control,today,contentkalender,Y,detailed-tile,Y,other,"Software, IT & telecom",Social media content & beheer,"Meer leads, aanvragen & verkoop",Multi-channel & omnichannel,,,
odiv.nl,control,today,bernarduswine,Y,detailed-tile,Y,traffic,"Food, beverage & agriculture",Social media content & beheer,,Multi-channel & omnichannel,Webshop consumenten (D2C),,
odiv.nl,control,today,golfparkspandersbosch,Y,detailed-tile,Y,revenue_sales,,Social media content & beheer,,Social media organisch,,,
odiv.nl,control,today,contentkalender,Y,detailed-tile,Y,other,"Software, IT & telecom",Social media content & beheer,"Meer leads, aanvragen & verkoop",Multi-channel & omnichannel,,,
odiv.nl,control,today,sthree,Y,detailed-tile,Y,leads_inquiries,"Staffing, recruitment & HR",Strategie & advies,,Social media organisch,,,Internationaal / wereldwijd
odiv.nl,control,today,simpleanalytics,Y,detailed-tile,Y,traffic,"Software, IT & telecom",SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
ogilvy.nl,control,today,ziggo,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,,N,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,,N,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,milka,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,,N,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,,N,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,ziggo,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,sennheiser,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,southafricantourism,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,vodafone,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,sennheiser,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,sennheiser,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,vodafone,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,akzonobel,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,milka,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,ziggo,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,southafricantourism,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,sennheiser,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,sennheiser,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,seashepherd,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,panenka,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,yubo,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,volleyballworld,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,volleyballworld,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,volleyballworld,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,philips,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,panenka,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,mattel,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,aquarius,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,prorail,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,asics,Y,logo-only,N,,,Branding & huisstijl,,,,,
ogilvy.nl,control,today,volvo,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,kfc,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,philips,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,fanta,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,centerparcs,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,cocacola,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,philipshue,Y,logo-only,N,,,Campagnes & creatieve concepten,,,,,
ogilvy.nl,control,today,ford,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,fanta,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,cocacola,Y,logo-only,N,,,unknown,,,,,
ogilvy.nl,control,today,dela,Y,logo-only,N,,,unknown,,,,,
onlineperformance.agency,control,today,ripstartravel,Y,summary-tile,Y,traffic,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,boonstrawijnen,Y,summary-tile,Y,traffic,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,tollvignettescom,Y,summary-tile,Y,traffic,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,planjeuitje,Y,summary-tile,N,,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,ramatours,Y,summary-tile,N,,,Online adverteren (paid ads),,"SEA, display & overige paid advertising",,,
onlineperformance.agency,control,today,boonstrawijnen,Y,summary-tile,Y,conversion,,Online adverteren (paid ads),,"SEA, display & overige paid advertising",,,
onlineperformance.agency,control,today,bookedoogroepsaccommodaties,Y,summary-tile,Y,revenue_sales;conversion,,Online adverteren (paid ads),,"SEA, display & overige paid advertising",,,
onlineperformance.agency,control,today,boonstrawijnen,Y,summary-tile,N,,,Online adverteren (paid ads),,"SEA, display & overige paid advertising",,,
onlineperformance.agency,control,today,boonstrawijnen,Y,quote-testimonial,N,,,,,,,,
onlineperformance.agency,control,today,ripstartravel,Y,quote-testimonial,N,,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,vineavakanties,Y,quote-testimonial,N,,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,studiobureauarlan,Y,quote-testimonial,N,,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,smitfloor,Y,quote-testimonial,N,,,,,,,,
onlineperformance.agency,control,today,bonappio,Y,quote-testimonial,N,,,,,,,,
onlineperformance.agency,control,today,ramatours,Y,summary-tile,Y,ad_performance,,Online adverteren (paid ads),,"SEA, display & overige paid advertising",,,
onlineperformance.agency,control,today,rotary,Y,summary-tile,Y,reach_views,,Social media content & beheer,,Social media organisch,unknown,,
onlineperformance.agency,control,today,boonstrawijnen,Y,summary-tile,Y,conversion,,Online adverteren (paid ads),,"SEA, display & overige paid advertising",,,
onlineperformance.agency,control,today,miuraceramics,Y,summary-tile,N,,,Branding & huisstijl,,"Branding, campagne & activatie",,,
onlineperformance.agency,control,today,rable,Y,summary-tile,N,,,Webshop & e-commerce,,Multi-channel & omnichannel,,,
onlineperformance.agency,control,today,ripstar,Y,summary-tile,Y,traffic,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,rotary,Y,summary-tile,Y,leads_inquiries,,Campagnes & creatieve concepten,,,,,
onlineperformance.agency,control,today,okeanos,Y,summary-tile,N,,,SEO & vindbaarheid,,"Content, video & PR",,,
onlineperformance.agency,control,today,boonstrawijnen,Y,summary-tile,Y,traffic,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,bookedoogroepsaccommodaties,Y,summary-tile,Y,revenue_sales;conversion,,Online adverteren (paid ads),,"SEA, display & overige paid advertising",,,
onlineperformance.agency,control,today,planjeuitje,Y,summary-tile,Y,traffic,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,tollvignettes,Y,summary-tile,Y,traffic,,SEO & vindbaarheid,,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,ripstar,Y,summary-tile,Y,revenue_sales;traffic,,"Outcome-verkoop (leads, omzet, groei)",,SEO & organische vindbaarheid,,,
onlineperformance.agency,control,today,boonstrawijnen,Y,summary-tile,Y,revenue_sales;traffic;ad_performance,,Online adverteren (paid ads),,"SEA, display & overige paid advertising",,,
onlineperformance.agency,control,today,bankenbazaar,Y,summary-tile,Y,reach_views,,Social media content & beheer,,Social media organisch,,,
onlineperformance.agency,control,today,vineavakanties,Y,summary-tile,Y,revenue_sales;traffic,Education & childcare,unknown,,,,,
onlineperformance.agency,control,today,nachtrust,Y,summary-tile,Y,reach_views,,Social media content & beheer,,Social media organisch,unknown,,
panbranding.nl,narrower,today,redwired,Y,logo-only,N,,,Branding & huisstijl,,"Branding, campagne & activatie",,,
panbranding.nl,narrower,today,h2storage,Y,logo-only,N,,,Branding & huisstijl,,"Branding, campagne & activatie",,,
panbranding.nl,narrower,today,budlr,Y,logo-only,N,,,Branding & huisstijl,,"Branding, campagne & activatie",,,
panbranding.nl,narrower,today,logville,Y,logo-only,N,,,"Grafisch ontwerp, drukwerk & print",,unknown,,,
panbranding.nl,narrower,today,redsaam,Y,logo-only,N,,unknown,Branding & huisstijl,,"Branding, campagne & activatie",,,
panbranding.nl,narrower,today,bambouwtechniek,Y,logo-only,N,,,Campagnes & creatieve concepten,,"Branding, campagne & activatie",,,
panbranding.nl,narrower,today,nowherdays,Y,logo-only,N,,,Branding & huisstijl,,"Branding, campagne & activatie",,,
panbranding.nl,narrower,today,bamwonen,Y,logo-only,N,,"Energy, utilities & environment",unknown,,,,,
panbranding.nl,narrower,today,logvillevlaanderen,Y,logo-only,N,,"Transport, logistics & automotive",unknown,,,,,
panbranding.nl,narrower,today,powergirlz,Y,logo-only,N,,"Nonprofits, charities & associations",Branding & huisstijl,,,,,
panbranding.nl,narrower,today,grondg,Y,logo-only,N,,"Energy, utilities & environment",unknown,,,,,
panbranding.nl,narrower,today,soeplr,Y,summary-tile,N,,,Campagnes & creatieve concepten,,,,,
panbranding.nl,narrower,today,bamwonen,Y,full-case-page,N,,"Construction, real estate & housing",Branding & huisstijl,Maatwerk software & efficiëntere processen,,Gemengd,,
pangaea.nl,narrower,today,yielder,Y,logo-only,N,,,,,,,,
pangaea.nl,narrower,today,salora,Y,logo-only,N,,,,,,,,
pangaea.nl,narrower,today,mediceuticals,Y,logo-only,N,,,,,,,,
pangaea.nl,narrower,today,vandijk,Y,logo-only,N,,,,,,,,
pangaea.nl,narrower,today,lydis,Y,summary-tile,N,,"Software, IT & telecom",,,,,,
pangaea.nl,narrower,today,bodyshapestore,Y,summary-tile,N,,"Food, beverage & agriculture",,,,,,
pangaea.nl,narrower,today,brutejeeps,Y,summary-tile,N,,"Transport, logistics & automotive",,,,,,
pangaea.nl,narrower,today,happyhairservice,Y,summary-tile,N,,"Fashion, beauty & personal goods",,,,,,
pangaea.nl,narrower,today,remeha,Y,summary-tile,N,,Manufacturing & industrial,,,,,,
pangaea.nl,narrower,today,spaansen,Y,summary-tile,N,,"Construction, real estate & housing",,,,,,
pangaea.nl,narrower,today,hotelarena,Y,detailed-tile,N,,"Hospitality, tourism, sports & recreation",Strategie & advies,,,,,
pangaea.nl,narrower,today,happyhairservice,Y,detailed-tile,N,,,Apps & maatwerk platforms,,Apps & custom platforms,,,
pangaea.nl,narrower,today,lydis,Y,detailed-tile,N,,"Software, IT & telecom",Website & webdesign,,,,Startup / jong / groeiend,
pangaea.nl,narrower,today,hotelkarelv,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
pangaea.nl,narrower,today,duifinternational,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
pangaea.nl,narrower,today,therebyl,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
pangaea.nl,narrower,today,paal8hotelaanzee,Y,logo-only,N,,"Hospitality, tourism, sports & recreation",,,,,,
pangaea.nl,narrower,today,birthbear,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
pangaea.nl,narrower,today,aikibudo,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
pangaea.nl,narrower,today,remeha,Y,logo-only,N,,unknown,,,,,,
pangaea.nl,narrower,today,good2move,Y,logo-only,N,,Retail & e-commerce (general consumer goods),,,,,,
pangaea.nl,narrower,today,bodyshapestore,Y,logo-only,N,,"Food, beverage & agriculture",,,,,,
pangaea.nl,narrower,today,aircovent,Y,logo-only,N,,unknown,,,,,,
